y_pred_proba,y_test
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.0020313406848520023,0.0
0.9827683615819209,1.0
0.9827683615819209,1.0
0.9827683615819209,1.0
